"","response","Freq.R1","Types.R1","Freq.R123","Types.R123"
"13479","caracterisitca",NA,NA,1,1
"13480","caracterisitica",1,1,1,1
"13481","Característico",1,1,1,1
"13482","caracterizacion",NA,NA,1,1
"13483","carambola",1,1,1,1
"13484","carancho",NA,NA,1,1
"13485","caras lindas",NA,NA,1,1
"13486","caratcter",NA,NA,1,1
"13487","caráter",NA,NA,1,1
"13488","caratula",1,1,1,1
"13489","carburante",1,1,1,1
"13490","carcajada alegria entusiasmo",1,1,1,1
"13491","carcano",1,1,1,1
"13492","càrcel",NA,NA,1,1
"13493","carcome",1,1,1,1
"13494","cardiaca",1,1,1,1
"13495","cardíaca",1,1,1,1
"13496","cardigan",NA,NA,1,1
"13497","cárdigan",1,1,1,1
"13498","cardiovascular",1,1,1,1
"13499","cardo",1,1,1,1
"13500","cardona",NA,NA,1,1
"13501","cardúmen",1,1,1,1
"13502","carece de",1,1,1,1
"13503","carecer",1,1,1,1
"13504","carencias",NA,NA,1,1
"13505","Careta",1,1,1,1
"13506","caretas",1,1,1,1
"13507","carey",NA,NA,1,1
"13508","cargadores",NA,NA,1,1
"13509","cargamento",NA,NA,1,1
"13510","cargo militar",NA,NA,1,1
"13511","cargos",NA,NA,1,1
"13512","cargoso",1,1,1,1
"13513","cargue",NA,NA,1,1
"13514","cari",NA,NA,1,1
"13515","caribeño",NA,NA,1,1
"13516","caribú",1,1,1,1
"13517","caricaturas",NA,NA,1,1
"13518","Caricia",NA,NA,1,1
"13519","caricia de nalgas",NA,NA,1,1
"13520","carilago",1,1,1,1
"13521","cariñ",NA,NA,1,1
"13522","Cariño",1,1,1,1
"13523","cariño respeto gente",1,1,1,1
"13524","cariñosa",NA,NA,1,1
"13525","carioca",NA,NA,1,1
"13526","caris",NA,NA,1,1
"13527","Carisma",1,1,1,1
"13528","carismática",1,1,1,1
"13529","carismatico",NA,NA,1,1
"13530","carita feliz",NA,NA,1,1
"13531","caritativo",NA,NA,1,1
"13532","carla",1,1,1,1
"13533","Carlo",1,1,1,1
"13534","CArnaval",1,1,1,1
"13535","carne comida ensalada",1,1,1,1
"13536","carne picada",NA,NA,1,1
"13537","carnes",NA,NA,1,1
"13538","carnet de conducir",1,1,1,1
"13539","carnicería",NA,NA,1,1
"13540","carnicero",1,1,1,1
"13541","carnivira",NA,NA,1,1
"13542","carnívoros",1,1,1,1
"13543","carño",NA,NA,1,1
"13544","carol",NA,NA,1,1
"13545","carolina",1,1,1,1
"13546","caroso",NA,NA,1,1
"13547","carpincho",1,1,1,1
"13548","Carpincho",1,1,1,1
"13549","Carpintero",NA,NA,1,1
"13550","carqueja",NA,NA,1,1
"13551","carrerA",NA,NA,1,1
"13552","Carrera",NA,NA,1,1
"13553","carrers",1,1,1,1
"13554","carrete",1,1,1,1
"13555","carretel",NA,NA,1,1
"13556","carretera perdida",NA,NA,1,1
"13557","carreteras",NA,NA,1,1
"13558","carretilla",1,1,1,1
"13559","carritos",NA,NA,1,1
"13560","Carro",1,1,1,1
"13561","CARRO",1,1,1,1
"13562","Carron",NA,NA,1,1
"13563","carroniero",NA,NA,1,1
"13564","carroña",NA,NA,1,1
"13565","carroza",1,1,1,1
"13566","carruaje",NA,NA,1,1
"13567","carsel",1,1,1,1
"13568","cart",1,1,1,1
"13569","carta, amigos, familia",1,1,1,1
"13570","Cartel",1,1,1,1
"13571","cartelera",NA,NA,1,1
"13572","carteñ",NA,NA,1,1
"13573","cartero bicicleta",NA,NA,1,1
"13574","cartilaginoso",1,1,1,1
"13575","cartílago",NA,NA,1,1
"13576","cartin",NA,NA,1,1
"13577","cartoncito",1,1,1,1
"13578","cartoneros",NA,NA,1,1
"13579","carucha",NA,NA,1,1
"13580","carusso",NA,NA,1,1
"13581","CASA",1,1,1,1
"13582","casa blanca",1,1,1,1
"13583","casa cambiaria",1,1,1,1
"13584","casa de bloques de hieko",1,1,1,1
"13585","casa de gobierno",NA,NA,1,1
"13586","casa de hielo",NA,NA,1,1
"13587","casa hielo esquimal",1,1,1,1
"13588","casa persona apartamento",1,1,1,1
"13589","casa prefabricada",1,1,1,1
"13590","casadas",NA,NA,1,1
"13591","casales",1,1,1,1
"13592","casamentero",NA,NA,1,1
"13593","casamienta",1,1,1,1
"13594","casamientos",NA,NA,1,1
"13595","casar del vervo",1,1,1,1
"13596","casasa",NA,NA,1,1
"13597","cascabel",NA,NA,1,1
"13598","cascarido",1,1,1,1
"13599","cascarrilla",1,1,1,1
"13600","casco antiguo",NA,NA,1,1
"13601","casco´",1,1,1,1
"13602","cascos",NA,NA,1,1
"13603","cascote",NA,NA,1,1
"13604","casette",1,1,1,1
"13605","casi 3",NA,NA,1,1
"13606","casi ifual",NA,NA,1,1
"13607","casi igual",NA,NA,1,1
"13608","casi nada",1,1,1,1
"13609","casi seguro",NA,NA,1,1
"13610","casi todo",NA,NA,1,1
"13611","casibo",1,1,1,1
"13612","casilleros",NA,NA,1,1
"13613","casitas",1,1,1,1
"13614","casmiento",NA,NA,1,1
"13615","Casmu",NA,NA,1,1
"13616","casorio",1,1,1,1
"13617","caspita",1,1,1,1
"13618","cáspita",NA,NA,1,1
"13619","castaña",NA,NA,1,1
"13620","castellana",NA,NA,1,1
"13621","caster",NA,NA,1,1
"13622","Castigo",1,1,1,1
"13623","castillos",NA,NA,1,1
"13624","casto",1,1,1,1
"13625","castra",1,1,1,1
"13626","castro",1,1,1,1
"13627","casualdiad",1,1,1,1
"13628","casualida",1,1,1,1
"13629","casuchas",NA,NA,1,1
"13630","casulidad",1,1,1,1
"13631","cataclismo",1,1,1,1
"13632","catacumba",1,1,1,1
"13633","catalan",NA,NA,1,1
"13634","catalejo",NA,NA,1,1
"13635","catarata",1,1,1,1
"13636","cataratas",NA,NA,1,1
"13637","Catarsis",NA,NA,1,1
"13638","catecismo",NA,NA,1,1
"13639","cátedra",1,1,1,1
"13640","catedral",NA,NA,1,1
"13641","categórico",NA,NA,1,1
"13642","cateter",1,1,1,1
"13643","catidad",1,1,1,1
"13644","catinga",1,1,1,1
"13645","catita",NA,NA,1,1
"13646","catlico",1,1,1,1
"13647","catorse",1,1,1,1
"13648","catupecu",1,1,1,1
"13649","caucasico",1,1,1,1
"13650","cauce",NA,NA,1,1
"13651","caucho",NA,NA,1,1
"13652","caudaloso",NA,NA,1,1
"13653","caudillo",1,1,1,1
"13654","caus",1,1,1,1
"13655","causante",NA,NA,1,1
"13656","cause",1,1,1,1
"13657","caustrofbia",NA,NA,1,1
"13658","cavernas",NA,NA,1,1
"13659","cavernícola",1,1,1,1
"13660","cavo",NA,NA,1,1
"13661","caz",NA,NA,1,1
"13662","cazadora",1,1,1,1
"13663","cazadores",1,1,1,1
"13664","cazafantasmas",1,1,1,1
"13665","cazando",NA,NA,1,1
"13666","cazarrecompensas",NA,NA,1,1
"13667","cazco",NA,NA,1,1
"13668","cciudad",1,1,1,1
"13669","ccompromisos",1,1,1,1
"13670","cconfort",NA,NA,1,1
"13671","Cd",NA,NA,1,1
"13672","ceasr",NA,NA,1,1
"13673","cebada",1,1,1,1
"13674","cebollas",NA,NA,1,1
"13675","cecadora",NA,NA,1,1
"13676","cedé",NA,NA,1,1
"13677","ceerveza",1,1,1,1
"13678","cegador",NA,NA,1,1
"13679","cegera",NA,NA,1,1
"13680","Ceibo",1,1,1,1
"13681","cel",1,1,1,1
"13682","celebration",NA,NA,1,1
"13683","celebraxion",NA,NA,1,1
"13684","celebro",1,1,1,1
"13685","celenterado",NA,NA,1,1
"13686","celeridad",NA,NA,1,1
"13687","celesion",1,1,1,1
"13688","Celeste",NA,NA,1,1
"13689","celosía",1,1,1,1
"13690","celtic",NA,NA,1,1
"13691","celu",1,1,1,1
"13692","cèlula",1,1,1,1
"13693","celulitis",1,1,1,1
"13694","cenado",NA,NA,1,1
"13695","cenador",1,1,1,1
"13696","cenar",NA,NA,1,1
"13697","cendero",NA,NA,1,1
"13698","cenit",NA,NA,1,1
"13699","Cenizas",1,1,1,1
"13700","ceno",NA,NA,1,1
"13701","censa",1,1,1,1
"13702","centauro",NA,NA,1,1
"13703","centenar",NA,NA,1,1
"13704","centenas",NA,NA,1,1
"13705","centigrado",1,1,1,1
"13706","centrado",NA,NA,1,1
"13707","centrador",1,1,1,1
"13708","centralidad",1,1,1,1
"13709","centralizacion",NA,NA,1,1
"13710","centrar",NA,NA,1,1
"13711","centrarse",NA,NA,1,1
"13712","centrico",NA,NA,1,1
"13713","centrifugador",NA,NA,1,1
"13714","centro del universo",1,1,1,1
"13715","centro delantero",NA,NA,1,1
"13716","centro educativo",NA,NA,1,1
"13717","centro juvenil",NA,NA,1,1
"13718","centro mèdico",NA,NA,1,1
"13719","centroamericano",NA,NA,1,1
"13720","centrol",1,1,1,1
"13721","centurion",1,1,1,1
"13722","cepelin",1,1,1,1
"13723","Cepelio",NA,NA,1,1
"13724","cerac",1,1,1,1
"13725","ceraca",1,1,1,1
"13726","cerati",NA,NA,1,1
"13727","Cerati",1,1,1,1
"13728","ceratti",NA,NA,1,1
"13729","cerbeza",1,1,1,1
"13730","Cercano",1,1,1,1
"13731","cerdamen",NA,NA,1,1
"13732","cerdito",1,1,1,1
"13733","cereales",1,1,1,1
"13734","Cerebro",1,1,1,1
"13735","cerebro en formol",1,1,1,1
"13736","cerebro-",1,1,1,1
"13737","cerebros",1,1,1,1
"13738","cerezas",NA,NA,1,1
"13739","cerezos",1,1,1,1
"13740","cernidor",NA,NA,1,1
"13741","ceros",NA,NA,1,1
"13742","Cerrado",NA,NA,1,1
"13743","cerradura puerta",1,1,1,1
"13744","cerramiento",1,1,1,1
"13745","Cerrar",1,1,1,1
"13746","cerrito",NA,NA,1,1
"13747","Cerros",1,1,1,1
"13748","cerrrado",NA,NA,1,1
"13749","certamen",NA,NA,1,1
"13750","Certeza",1,1,1,1
"13751","certificados",NA,NA,1,1
"13752","cervaza",1,1,1,1
"13753","cervecería",NA,NA,1,1
"13754","cervical",NA,NA,1,1
"13755","cervicales",1,1,1,1
"13756","cesa",NA,NA,1,1
"13757","César",1,1,1,1
"13758","cesarea",NA,NA,1,1
"13759","cesos",1,1,1,1
"13760","ceta",1,1,1,1
"13761","cetaceo",1,1,1,1
"13762","ceveza",NA,NA,1,1
"13763","chacalon",1,1,1,1
"13764","chacas",NA,NA,1,1
"13765","chácg",NA,NA,1,1
"13766","chaira",1,1,1,1
"13767","chal",1,1,1,1
"13768","chalado",1,1,1,1
"13769","chamamé",NA,NA,1,1
"13770","champagne",1,1,1,1
"13771","champinion",1,1,1,1
"13772","champiñones",1,1,1,1
"13773","Championes",NA,NA,1,1
"13774","champu",NA,NA,1,1
"13775","chamullo",NA,NA,1,1
"13776","Chance",1,1,1,1
"13777","Chancho",1,1,1,1
"13778","chancleta",NA,NA,1,1
"13779","chanel",NA,NA,1,1
"13780","changas",1,1,1,1
"13781","change",1,1,1,1
"13782","chanse",1,1,1,1
"13783","Chanta",1,1,1,1
"13784","chantaje",NA,NA,1,1
"13785","chante",1,1,1,1
"13786","chantichy",NA,NA,1,1
"13787","chantilly",NA,NA,1,1
"13788","chaparron",NA,NA,1,1
"13789","chape",NA,NA,1,1
"13790","chapita",NA,NA,1,1
"13791","Chaplinesco",NA,NA,1,1
"13792","chapotear",NA,NA,1,1
"13793","chaqueña",NA,NA,1,1
"13794","charango",1,1,1,1
"13795","charlo",NA,NA,1,1
"13796","Charly",1,1,1,1
"13797","charrua",1,1,1,1
"13798","chascarrillo",NA,NA,1,1
"13799","Chat",NA,NA,1,1
"13800","chatear",NA,NA,1,1
"13801","chaucha",NA,NA,1,1
"13802","Chaucha",1,1,1,1
"13803","chavela",NA,NA,1,1
"13804","Chavo, madera, vino, basura,",1,1,1,1
"13805","Che Guevara",NA,NA,1,1
"13806","checheno",1,1,1,1
"13807","chechu",NA,NA,1,1
"13808","chef",NA,NA,1,1
"13809","cheff",NA,NA,1,1
"13810","chelo",1,1,1,1
"13811","chequeado",1,1,1,1
"13812","chequear",1,1,1,1
"13813","cheques",NA,NA,1,1
"13814","cherry",1,1,1,1
"13815","chetos",1,1,1,1
"13816","chevalier",1,1,1,1
"13817","chéver",1,1,1,1
"13818","chicad",NA,NA,1,1
"13819","chicago bulls",NA,NA,1,1
"13820","chicas",1,1,1,1
"13821","chichón",NA,NA,1,1
"13822","chico, pequeño, inferior",1,1,1,1
"13823","chicotazo",1,1,1,1
"13824","chifla",1,1,1,1
"13825","chiflada",1,1,1,1
"13826","chiflado",1,1,1,1
"13827","chiflados",NA,NA,1,1
"13828","chiflido",1,1,1,1
"13829","chiken",1,1,1,1
"13830","child",NA,NA,1,1
"13831","Chilenos",NA,NA,1,1
"13832","chilla",1,1,1,1
"13833","chillido",NA,NA,1,1
"13834","chillon",NA,NA,1,1
"13835","chimentos",NA,NA,1,1
"13836","chimo",NA,NA,1,1
"13837","China Zorrilla",NA,NA,1,1
"13838","chinche",NA,NA,1,1
"13839","chinches",1,1,1,1
"13840","chingo",NA,NA,1,1
"13841","Chino",NA,NA,1,1
"13842","chip and dale",NA,NA,1,1
"13843","chips",NA,NA,1,1
"13844","chiquilines",NA,NA,1,1
"13845","chiquit",NA,NA,1,1
"13846","chiquitino",NA,NA,1,1
"13847","chiquitios",NA,NA,1,1
"13848","chiquitos",1,1,1,1
"13849","chirigota",NA,NA,1,1
"13850","chirimbolos",NA,NA,1,1
"13851","chirona",NA,NA,1,1
"13852","chirriar",NA,NA,1,1
"13853","chirridos",1,1,1,1
"13854","chispa",1,1,1,1
"13855","chist",1,1,1,1
"13856","chistar",NA,NA,1,1
"13857","Chiste",1,1,1,1
"13858","chistosa",1,1,1,1
"13859","chito",1,1,1,1
"13860","chivita",NA,NA,1,1
"13861","chivo",1,1,1,1
"13862","chizito",1,1,1,1
"13863","chocante",NA,NA,1,1
"13864","chocar",1,1,1,1
"13865","choclo",NA,NA,1,1
"13866","choco",NA,NA,1,1
"13867","chocolat",NA,NA,1,1
"13868","chocolates",1,1,1,1
"13869","chocolondo",NA,NA,1,1
"13870","chófer",1,1,1,1
"13871","choice",1,1,1,1
"13872","chomba",NA,NA,1,1
"13873","chongo",1,1,1,1
"13874","chop",NA,NA,1,1
"13875","chopaaa",1,1,1,1
"13876","chopo",NA,NA,1,1
"13877","chopp",1,1,1,1
"13878","choripán",NA,NA,1,1
"13879","chorizos",NA,NA,1,1
"13880","choro",1,1,1,1
"13881","choros",NA,NA,1,1
"13882","chorra",NA,NA,1,1
"13883","chorrea",NA,NA,1,1
"13884","chorrete",NA,NA,1,1
"13885","chorrizo",1,1,1,1
"13886","chorro de agua",NA,NA,1,1
"13887","choza",1,1,1,1
"13888","Christiania",NA,NA,1,1
"13889","chsite",1,1,1,1
"13890","chubasco",1,1,1,1
"13891","chuchillo",1,1,1,1
"13892","chucho",1,1,1,1
"13893","chueco",1,1,1,1
"13894","chulo",1,1,1,1
"13895","chumbo",NA,NA,1,1
"13896","chupa",NA,NA,1,1
"13897","chupa culo",1,1,1,1
"13898","chupapija",NA,NA,1,1
"13899","chupasangre",NA,NA,1,1
"13900","chupi",NA,NA,1,1
"13901","chupo",1,1,1,1
"13902","chupon",NA,NA,1,1
"13903","churasco",NA,NA,1,1
"13904","churchil",1,1,1,1
"13905","churrasquera",NA,NA,1,1
"13906","churro",1,1,1,1
"13907","chusmea",NA,NA,1,1
"13908","chusta",1,1,1,1
"13909","chuy",NA,NA,1,1
"13910","chuzo",NA,NA,1,1
"13911","chy",1,1,1,1
"13912","Ci",NA,NA,1,1
"13913","cia",NA,NA,1,1
"13914","CIA",NA,NA,1,1
"13915","cía.",1,1,1,1
"13916","ciaje",1,1,1,1
"13917","cianuro",NA,NA,1,1
"13918","ciática",NA,NA,1,1
"13919","ciatico",1,1,1,1
"13920","ciberespacio",1,1,1,1
"13921","cicatrices",NA,NA,1,1
"13922","Cicatriz",NA,NA,1,1
"13923","cíclica",NA,NA,1,1
"13924","ciclistas",NA,NA,1,1
"13925","ciculo",NA,NA,1,1
"13926","cículo",1,1,1,1
"13927","cicuta",1,1,1,1
"13928","cielo, mar, noche",1,1,1,1
"13929","ciempiés",1,1,1,1
"13930","cien pies",NA,NA,1,1
"13931","Ciencia",NA,NA,1,1
"13932","Ciencia r",NA,NA,1,1
"13933","ciencia y religión",NA,NA,1,1
"13934","ciências",1,1,1,1
"13935","cientas",NA,NA,1,1
"13936","cientifica",1,1,1,1
"13937","científica",1,1,1,1
"13938","Cientificos",NA,NA,1,1
"13939","Científicos",NA,NA,1,1
"13940","ciento cinco",NA,NA,1,1
"13941","cientoochenta",1,1,1,1
"13942","cientos",1,1,1,1
"13943","cierras",NA,NA,1,1
"13944","cierre de mes",1,1,1,1
"13945","cierta unidad",NA,NA,1,1
"13946","ciertas",1,1,1,1
"13947","ciertas cosas",1,1,1,1
"13948","Cierto",NA,NA,1,1
"13949","cif",1,1,1,1
"13950","cifras",NA,NA,1,1
"13951","cigarra",1,1,1,1
"13952","cigarrilo",NA,NA,1,1
"13953","cilenciador",NA,NA,1,1
"13954","cilindrica",NA,NA,1,1
"13955","cilindros",1,1,1,1
"13956","cilo",NA,NA,1,1
"13957","Cima",NA,NA,1,1
"13958","cincel",NA,NA,1,1
"13959","cinche",NA,NA,1,1
"13960","cincuenton",NA,NA,1,1
"13961","cinecia",NA,NA,1,1
"13962","cinéfilo",1,1,1,1
"13963","cinemateca",NA,NA,1,1
"13964","cinematógrafo",NA,NA,1,1
"13965","cinética",1,1,1,1
"13966","cinetico",1,1,1,1
"13967","cinque",1,1,1,1
"13968","cinquista",NA,NA,1,1
"13969","cinta para caminar",1,1,1,1
"13970","Cinturon",1,1,1,1
"13971","cinturon de seguridad",NA,NA,1,1
"13972","ciones",1,1,1,1
"13973","ciprés",1,1,1,1
"13974","circonia",NA,NA,1,1
"13975","circula",NA,NA,1,1
"13976","circulan",1,1,1,1
"13977","Circular",NA,NA,1,1
"13978","circulen",NA,NA,1,1
"13979","circulo pequeño",1,1,1,1
"13980","circulos concentricos",NA,NA,1,1
"13981","circunferencia con aire",NA,NA,1,1
"13982","circunsferencia",NA,NA,1,1
"13983","circunstancias",1,1,1,1
"13984","circuntancia",NA,NA,1,1
"13985","circunvalación",1,1,1,1
"13986","circustancias",1,1,1,1
"13987","cirílico",1,1,1,1
"13988","ciruela",NA,NA,1,1
"13989","ciruja",NA,NA,1,1
"13990","cirujía",1,1,1,1
"13991","cirurgia",NA,NA,1,1
"13992","cita amorosa",NA,NA,1,1
"13993","citacion",1,1,1,1
"13994","citadino",NA,NA,1,1
"13995","citas",NA,NA,1,1
"13996","citoplasma",NA,NA,1,1
"13997","Cítrico",NA,NA,1,1
"13998","ciudada",1,1,1,1
"13999","Ciudadani",1,1,1,1
"14000","Ciudadanía",NA,NA,1,1
"14001","ciudadanos",NA,NA,1,1
"14002","ciudadela",1,1,1,1
"14003","ciudades",NA,NA,1,1
"14004","civica",1,1,1,1
"14005","cívico",NA,NA,1,1
"14006","civiliazacion",NA,NA,1,1
"14007","civilizado",NA,NA,1,1
"14008","cizaña",1,1,1,1
"14009","clacos",NA,NA,1,1
"14010","clafisicado",1,1,1,1
"14011","clan",NA,NA,1,1
"14012","clandestinidad",1,1,1,1
"14013","clandestino",NA,NA,1,1
"14014","Clara",1,1,1,1
"14015","claraboya",NA,NA,1,1
"14016","Clarice",1,1,1,1
"14017","clarito",1,1,1,1
"14018","claroscuros",1,1,1,1
"14019","clase de matematicas",NA,NA,1,1
"14020","clase social",NA,NA,1,1
"14021","clases azar suerte",1,1,1,1
"14022","Clasificacion",NA,NA,1,1
"14023","clasificadores",NA,NA,1,1
"14024","classicismo",1,1,1,1
"14025","claudio",1,1,1,1
"14026","claustrofofia",1,1,1,1
"14027","cláusula",1,1,1,1
"14028","clàusula",NA,NA,1,1
"14029","clausulas",NA,NA,1,1
"14030","clavada",1,1,1,1
"14031","Clearing",1,1,1,1
"14032","clemencia",NA,NA,1,1
"14033","cleta",NA,NA,1,1
"14034","click derecho",1,1,1,1
"14035","clientelismo",NA,NA,1,1
"14036","clientes",NA,NA,1,1
"14037","Clima",1,1,1,1
"14038","clinico",1,1,1,1
"14039","clìnico",1,1,1,1
"14040","cliper",NA,NA,1,1
"14041","clo",NA,NA,1,1
"14042","clocet",1,1,1,1
"14043","clock",1,1,1,1
"14044","clonacepam",1,1,1,1
"14045","cloroformo",1,1,1,1
"14046","close",1,1,1,1
"14047","closet",1,1,1,1
"14048","clras",NA,NA,1,1
"14049","club de estadio uno",NA,NA,1,1
"14050","club de tenis del pueblo",NA,NA,1,1
"14051","clueca",NA,NA,1,1
"14052","cmienzo",1,1,1,1
"14053","cmoer",NA,NA,1,1
"14054","cmun",1,1,1,1
"14055","cnaa",NA,NA,1,1
"14056","cnasancio",NA,NA,1,1
"14057","cnidario",1,1,1,1
"14058","Cnidario",NA,NA,1,1
"14059","co-piloto",1,1,1,1
"14060","co2",1,1,1,1
"14061","CO2",NA,NA,1,1
"14062","coaccion",NA,NA,1,1
"14063","coacción",NA,NA,1,1
"14064","coala",1,1,1,1
"14065","coalición",NA,NA,1,1
"14066","coartada",NA,NA,1,1
"14067","coato",NA,NA,1,1
"14068","cobalto",1,1,1,1
"14069","cobayos",1,1,1,1
"14070","cobertor",NA,NA,1,1
"14071","cobertura de llanta",1,1,1,1
"14072","cobgiabza",1,1,1,1
"14073","cobija",NA,NA,1,1
"14074","cobijar",NA,NA,1,1
"14075","cobrador",1,1,1,1
"14076","cobranza",1,1,1,1
"14077","cobrizo",NA,NA,1,1
"14078","coca cero",NA,NA,1,1
"14079","Coca-Cola",NA,NA,1,1
"14080","cocainomano",NA,NA,1,1
"14081","Cocer",NA,NA,1,1
"14082","cochera",1,1,1,1
"14083","cochocho",NA,NA,1,1
"14084","Cocinar",1,1,1,1
"14085","cocinera",NA,NA,1,1
"14086","cocktail",1,1,1,1
"14087","cocodrilo",1,1,1,1
"14088","cocquitos",NA,NA,1,1
"14089","coctel",NA,NA,1,1
"14090","codici",1,1,1,1
"14091","códificación",NA,NA,1,1
"14092","codificar",NA,NA,1,1
"14093","Codigo",NA,NA,1,1
"14094","codorniz",NA,NA,1,1
"14095","coeficit",1,1,1,1
"14096","coenzar",NA,NA,1,1
"14097","coercion",NA,NA,1,1
"14098","coexistencia",NA,NA,1,1
"14099","coexistir",1,1,1,1
"14100","cofianza",1,1,1,1
"14101","cofrade",1,1,1,1
"14102","cófrades",NA,NA,1,1
"14103","cognac",NA,NA,1,1
"14104","cognición",1,1,1,1
"14105","cogollo",NA,NA,1,1
"14106","cogotuda",1,1,1,1
"14107","cohesion",NA,NA,1,1
"14108","cohesión",NA,NA,1,1
"14109","cohexistencia",1,1,1,1
"14110","cohomologia",NA,NA,1,1
"14111","coicnar",NA,NA,1,1
"14112","coima",NA,NA,1,1
"14113","coincidencias",NA,NA,1,1
"14114","coincidente",1,1,1,1
"14115","coje",NA,NA,1,1
"14116","cojin",NA,NA,1,1
"14117","coktail",1,1,1,1
"14118","col col col",NA,NA,1,1
"14119","colado",1,1,1,1
"14120","colchones",1,1,1,1
"14121","coleccionista",NA,NA,1,1
"14122","colectiva",NA,NA,1,1
"14123","colectivero",NA,NA,1,1
"14124","Colectivo",NA,NA,1,1
"14125","colegas",1,1,1,1
"14126","coleópteros",1,1,1,1
"14127","colera",1,1,1,1
"14128","colérica",NA,NA,1,1
"14129","coles de bruselas",1,1,1,1
"14130","colet",1,1,1,1
"14131","coleta",1,1,1,1
"14132","colgar dejar caballo",1,1,1,1
"14133","colgar ropa",NA,NA,1,1
"14134","colibri",NA,NA,1,1
"14135","colilla",NA,NA,1,1
"14136","colindante",NA,NA,1,1
"14137","colisión",1,1,1,1
"14138","collares",1,1,1,1
"14139","collarín",1,1,1,1
"14140","colmema",NA,NA,1,1
"14141","colmillo",NA,NA,1,1
"14142","colmo",NA,NA,1,1
"14143","colo",1,1,1,1
"14144","coloaborar",NA,NA,1,1
"14145","colocado",NA,NA,1,1
"14146","colocado hacia un lado",NA,NA,1,1
"14147","colòn",1,1,1,1
"14148","colonial",1,1,1,1
"14149","colonizacion",NA,NA,1,1
"14150","color beige",NA,NA,1,1
"14151","color crema",NA,NA,1,1
"14152","color naranja",NA,NA,1,1
"14153","color o acromático",NA,NA,1,1
"14154","color verde",1,1,1,1
"14155","color verde oliva",NA,NA,1,1
"14156","color, buzo, bordado",1,1,1,1
"14157","colora",1,1,1,1
"14158","colorados",1,1,1,1
"14159","coloreada",1,1,1,1
"14160","coloreo",NA,NA,1,1
"14161","coloridas",1,1,1,1
"14162","coloridos",1,1,1,1
"14163","coloso",1,1,1,1
"14164","colq",NA,NA,1,1
"14165","columpiar",NA,NA,1,1
"14166","com",NA,NA,1,1
"14167","comanda",NA,NA,1,1
"14168","comandar",1,1,1,1
"14169","comarca",1,1,1,1
"14170","combatiente",NA,NA,1,1
"14171","combatir",1,1,1,1
"14172","combativo",1,1,1,1
"14173","combi",1,1,1,1
"14174","combinación",NA,NA,1,1
"14175","combustion",1,1,1,1
"14176","combustión",1,1,1,1
"14177","comcluida",NA,NA,1,1
"14178","comdia",NA,NA,1,1
"14179","comdimento",1,1,1,1
"14180","come pasto",NA,NA,1,1
"14181","come todo",NA,NA,1,1
"14182","comediante",1,1,1,1
"14183","comedido",NA,NA,1,1
"14184","comensal",1,1,1,1
"14185","comentar",NA,NA,1,1
"14186","comenzal",NA,NA,1,1
"14187","comeptencia",NA,NA,1,1
"14188","comer, probar",NA,NA,1,1
"14189","comerciante",NA,NA,1,1
"14190","Comercio",1,1,1,1
"14191","comerio",1,1,1,1
"14192","comerrrrrrr",1,1,1,1
"14193","cometarios",NA,NA,1,1
"14194","cometas",1,1,1,1
"14195","cometido",1,1,1,1
"14196","cometqa",NA,NA,1,1
"14197","comflicto",1,1,1,1
"14198","comia",1,1,1,1
"14199","comic",1,1,1,1
"14200","cómic",1,1,1,1
"14201","còmica",1,1,1,1
"14202","comicidad",1,1,1,1
"14203","comid",1,1,1,1
"14204","comida chatarra",1,1,1,1
"14205","comida cuchara sopa",1,1,1,1
"14206","comida matutina",1,1,1,1
"14207","comida mexicana",1,1,1,1
"14208","comida peruana",NA,NA,1,1
"14209","comida rápida",NA,NA,1,1
"14210","comida rica",1,1,1,1
"14211","comida rica café",1,1,1,1
"14212","comida tenedor salsa",1,1,1,1
"14213","comida y bebida",1,1,1,1
"14214","comidq",1,1,1,1
"14215","comien-o",1,1,1,1
"14216","comieno",1,1,1,1
"14217","comienza",1,1,1,1
"14218","comienzar",1,1,1,1
"14219","comienzo del dia",NA,NA,1,1
"14220","comienzos",NA,NA,1,1
"14221","comillas",NA,NA,1,1
"14222","cominda",1,1,1,1
"14223","cominezo",NA,NA,1,1
"14224","cominicaci'pon",NA,NA,1,1
"14225","cominucacion",NA,NA,1,1
"14226","comité",1,1,1,1
"14227","como dios lo trajo al mundo",NA,NA,1,1
"14228","como encendida",1,1,1,1
"14229","como sos",NA,NA,1,1
"14230","como tu madre",NA,NA,1,1
"14231","como?",1,1,1,1
"14232","Comodidad",NA,NA,1,1
"14233","comodín",NA,NA,1,1
"14234","Cómodo",NA,NA,1,1
"14235","còmodos",1,1,1,1
"14236","comoleto",1,1,1,1
"14237","compa",1,1,1,1
"14238","compacto",1,1,1,1
"14239","companeras",1,1,1,1
"14240","companerismi",1,1,1,1
"14241","companerismo",NA,NA,1,1
"14242","companero",NA,NA,1,1
"14243","Compañera",1,1,1,1
"14244","compañero amigo trabajo",1,1,1,1
"14245","compañeros trabajo",1,1,1,1
"14246","compañía de ímnibus",1,1,1,1
"14247","comparable",NA,NA,1,1
"14248","comparaciòn",NA,NA,1,1
"14249","comparsa",NA,NA,1,1
"14250","compartida",NA,NA,1,1
"14251","compartilhar",NA,NA,1,1
"14252","compartir conocimiento",NA,NA,1,1
