"","response","Freq","nWords","isASCII"
"8427","juergo",1,1,1
"8428","jugaa de gol",1,3,1
"8429","jugador de futbol",1,3,1
"8430","jugador_futbol",1,1,1
"8431","jugar con la",1,3,1
"8432","jugarr",1,1,1
"8433","jugarsela",1,1,1
"8434","jugete",1,1,1
"8435","JUGETE",1,1,1
"8436","jugo de naranja",1,3,1
"8437","juguera",1,1,1
"8438","juicii",1,1,1
"8439","jujuy",1,1,1
"8440","julia robert",1,2,1
"8441","julia roberts",1,2,1
"8442","jumper",1,1,1
"8443","juná",1,1,0
"8444","junsto",1,1,1
"8445","Jupiter",1,1,1
"8446","jurasico",1,1,1
"8447","juridicción",1,1,0
"8448","justica",1,1,1
"8449","justicia?",1,1,1
"8450","justiic",1,1,1
"8451","justin biber",1,2,1
"8452","justito",1,1,1
"8453","jusus",1,1,1
"8454","juzticia",1,1,1
"8455","jygo",1,1,1
"8456","kabaret",1,1,1
"8457","kakatua",1,1,1
"8458","kamasutra",1,1,1
"8459","kanguro",1,1,1
"8460","kanikama",1,1,1
"8461","Kant",1,1,1
"8462","Katar",1,1,1
"8463","katherine",1,1,1
"8464","kayak",1,1,1
"8465","kennedy",1,1,1
"8466","kenyata",1,1,1
"8467","KETA",1,1,1
"8468","kfc",1,1,1
"8469","Kg",1,1,1
"8470","KGB",1,1,1
"8471","kiko",1,1,1
"8472","kilaje",1,1,1
"8473","killer",1,1,1
"8474","kilometro",1,1,1
"8475","Kim Jong Il",1,3,1
"8476","kimono",1,1,1
"8477","kimonos",1,1,1
"8478","kinda",1,1,1
"8479","kinder",1,1,1
"8480","kinesis",1,1,1
"8481","king kong",1,2,1
"8482","klimt",1,1,1
"8483","klingon",1,1,1
"8484","koala",1,1,1
"8485","komento",1,1,1
"8486","konami",1,1,1
"8487","korea",1,1,1
"8488","kosher",1,1,1
"8489","kr",1,1,1
"8490","kuna",1,1,1
"8491","kung fu panda",1,3,1
"8492","kyocera",1,1,1
"8493","la bastilla",1,2,1
"8494","la bella y la",1,4,1
"8495","LA CALLE",1,2,1
"8496","la carne",1,2,1
"8497","la comida",1,2,1
"8498","la cuerda",1,2,1
"8499","la cuota",1,2,1
"8500","la cura",1,2,1
"8501","la del carbonero",1,3,1
"8502","la diaria",1,2,1
"8503","la escoba de 15",1,4,1
"8504","la escula",1,2,1
"8505","la espuma del café",1,4,0
"8506","la idea",1,2,1
"8507","la iglesia",1,2,1
"8508","la internacional",1,2,1
"8509","la ley",1,2,1
"8510","la ley y el orden",1,5,1
"8511","la lona",1,2,1
"8512","la mano",1,2,1
"8513","la mas linda, la de uruguay",1,7,1
"8514","la mente",1,2,1
"8515","la minuto",1,2,1
"8516","la muerte",1,2,1
"8517","la nariz",1,2,1
"8518","la paloma",1,2,1
"8519","la pampa",1,2,1
"8520","la paro con el pecho",1,5,1
"8521","la Pasiva",1,2,1
"8522","la pasivas",1,2,1
"8523","la patria",1,2,1
"8524","la pedrera",1,2,1
"8525","la pregunta",1,2,1
"8526","la problemática",1,2,0
"8527","la proxima",1,2,1
"8528","la put.. qe lo pari....",1,5,1
"8529","la puta!",1,2,1
"8530","la que me gusta",1,4,1
"8531","la rambla",1,2,1
"8532","la roca",1,2,1
"8533","la ropa",1,2,1
"8534","la ropa nueva",1,3,1
"8535","la sirenita",1,2,1
"8536","la torta",1,2,1
"8537","la trampa",1,2,1
"8538","la tristeza",1,2,1
"8539","la vela puerca",1,3,1
"8540","LA VIDA",1,2,1
"8541","la vida es bella",1,4,1
"8542","la vida y la muerte",1,5,1
"8543","laámpara",1,1,0
"8544","labar",1,1,1
"8545","labaropas",1,1,1
"8546","LABURANTE",1,1,1
"8547","lache",1,1,1
"8548","lactanci",1,1,1
"8549","Lacteo",1,1,1
"8550","lacteos",1,1,1
"8551","ladr",1,1,1
"8552","ladrén",1,1,0
"8553","ladrón arma seguridad",1,3,0
"8554","lady gaga",1,2,1
"8555","lagirma",1,1,1
"8556","lago Ness",1,2,1
"8557","lagrimogena",1,1,1
"8558","LAIKA",1,1,1
"8559","lalin",1,1,1
"8560","lamarque",1,1,1
"8561","lámpara aladino",1,2,0
"8562","lamparoscopia",1,1,1
"8563","Lancelot",1,1,1
"8564","landia",1,1,1
"8565","lansarce",1,1,1
"8566","lapcera",1,1,1
"8567","lapicer",1,1,1
"8568","lapicerA",1,1,1
"8569","lapìcero",1,1,0
"8570","lapicerq",1,1,1
"8571","lapicerta",1,1,1
"8572","lapíz",1,1,0
"8573","lapzo",1,1,1
"8574","larga o corta",1,3,1
"8575","larga vista",1,2,1
"8576","largar antes",1,2,1
"8577","largar todo",1,2,1
"8578","largda",1,1,1
"8579","largo camino a casa",1,4,1
"8580","largo periodo",1,2,1
"8581","largo tiempo",1,2,1
"8582","larrañaga",1,1,0
"8583","larur",1,1,1
"8584","las acacias",1,2,1
"8585","las cosas",1,2,1
"8586","las cosas en su lugar",1,5,1
"8587","las cosas no pasan del mismo modo",1,7,1
"8588","las flores",1,2,1
"8589","LAS ODIO",1,2,1
"8590","las olas y el viento",1,5,1
"8591","LAS RELACIONES",1,2,1
"8592","las riendas",1,2,1
"8593","Las Toscas",1,2,1
"8594","lasagna",1,1,1
"8595","lasagña",1,1,0
"8596","lasdron",1,1,1
"8597","lasio",1,1,1
"8598","lasquita",1,1,1
"8599","Latex",1,1,1
"8600","latez",1,1,1
"8601","laton",1,1,1
"8602","latòn",1,1,0
"8603","latsirc",1,1,1
"8604","laura",1,1,1
"8605","lavado dinero",1,2,1
"8606","lavalle",1,1,1
"8607","lavandina",1,1,1
"8608","lavavajilla",1,1,1
"8609","lave y",1,2,1
"8610","lavios",1,1,1
"8611","lazaña",1,1,0
"8612","lazerado",1,1,1
"8613","LAZOS",1,1,1
"8614","lçastima",1,1,0
"8615","lcohol",1,1,1
"8616","le falta el tilde",1,4,1
"8617","leá",1,1,0
"8618","lechon",1,1,1
"8619","lectoescritura",1,1,1
"8620","lectur",1,1,1
"8621","lecturaa",1,1,1
"8622","Leeendo",1,1,1
"8623","left",1,1,1
"8624","leguaje",1,1,1
"8625","leia",1,1,1
"8626","leidos",1,1,1
"8627","leitmotiv",1,1,1
"8628","lejor",1,1,1
"8629","LEJOR",1,1,1
"8630","lejos y hace tiempo",1,4,1
"8631","lejos!",1,1,1
"8632","lembrancas",1,1,1
"8633","lembranzas",1,1,1
"8634","lemgua",1,1,1
"8635","lemon pie",1,2,1
"8636","lengua dificil aleman",1,3,1
"8637","LENGUA LARGA",1,2,1
"8638","lengua, boca, tragar",1,5,1
"8639","lengueta",1,1,1
"8640","lengya",1,1,1
"8641","lenia",1,1,1
"8642","lenre",1,1,1
"8643","lenta verde",1,2,1
"8644","lentes negros",1,2,1
"8645","leòn",1,1,0
"8646","león felino peligro",1,3,0
"8647","leoncito",1,1,1
"8648","leone",1,1,1
"8649","lepidoptero",1,1,1
"8650","leptocurtico",1,1,1
"8651","lero",1,1,1
"8652","less",1,1,1
"8653","letania",1,1,1
"8654","letardo",1,1,1
"8655","letargica",1,1,1
"8656","letas",1,1,1
"8657","letes",1,1,1
"8658","letr",1,1,1
"8659","letra capital",1,2,1
"8660","letra musical",1,2,1
"8661","letras oraciones sentimientos",1,3,1
"8662","Letraws",1,1,1
"8663","levanta la mano",1,3,1
"8664","levi",1,1,1
"8665","levitacion",1,1,1
"8666","lexico",1,1,1
"8667","lexicon",1,1,1
"8668","ley7",1,1,1
"8669","leye",1,1,1
"8670","leyes de la física",1,4,0
"8671","lgbt",1,1,1
"8672","lia",1,1,1
"8673","libertad, amor, sufrimiento, esfuerzo",1,7,1
"8674","libertdad",1,1,1
"8675","libertsd",1,1,1
"8676","liberttad",1,1,1
"8677","libre acceso",1,2,1
"8678","libre albedrio",1,2,1
"8679","libre comercio",1,2,1
"8680","libre de culpa",1,3,1
"8681","libre de humo de tabaco",1,5,1
"8682","libre del trabajo",1,3,1
"8683","libret",1,1,1
"8684","libro abierto",1,2,1
"8685","libro de inglés",1,3,0
"8686","libro exposicion",1,2,1
"8687","libro grande",1,2,1
"8688","libro o película",1,3,0
"8689","libros con colores",1,3,1
"8690","librp",1,1,1
"8691","liccom",1,1,1
"8692","lices",1,1,1
"8693","lichadora",1,1,1
"8694","LIDER",1,1,1
"8695","lideresa",1,1,1
"8696","LIDNO",1,1,1
"8697","Lieve",1,1,1
"8698","ligerl",1,1,1
"8699","lijero",1,1,1
"8700","LIJERO",1,1,1
"8701","lily",1,1,1
"8702","limda",1,1,1
"8703","Limdo",1,1,1
"8704","limies",1,1,1
"8705","limitación para pensar otras opciones fuera de lo comodo",1,9,0
"8706","limitante",1,1,1
"8707","límitar",1,1,0
"8708","límite barrio policía",1,3,0
"8709","límite inferior",1,2,0
"8710","limite, prisión, espacio",1,5,0
"8711","limitrofe",1,1,1
"8712","limòn",1,1,0
"8713","limpeza",1,1,1
"8714","limpida",1,1,1
"8715","limpiez",1,1,1
"8716","limpii",1,1,1
"8717","límte",1,1,0
"8718","lindisimo",1,1,1
"8719","lindo distinto llamativo",1,3,1
"8720","lindo divertido",1,2,1
"8721","lindo placer",1,2,1
"8722","linea bus",1,2,1
"8723","línea de partida",1,3,0
"8724","linea punteada",1,2,1
"8725","línea recta",1,2,0
"8726","lineman",1,1,1
"8727","lingas",1,1,1
"8728","linguistica",1,1,1
"8729","linguistico",1,1,1
"8730","liniers",1,1,1
"8731","linites",1,1,1
"8732","link",1,1,1
"8733","links",1,1,1
"8734","Linneo",1,1,1
"8735","linsa",1,1,1
"8736","linse",1,1,1
"8737","linyera",1,1,1
"8738","lios",1,1,1
"8739","liquidacion",1,1,1
"8740","lireto",1,1,1
"8741","lirica",1,1,1
"8742","lirico",1,1,1
"8743","liscencia",1,1,1
"8744","lisi",1,1,1
"8745","lisoform",1,1,1
"8746","lisotoon",1,1,1
"8747","list",1,1,1
"8748","listo!",1,1,1
"8749","literatura, obra, Borges",1,5,1
"8750","little",1,1,1
"8751","livertad",1,1,1
"8752","liz",1,1,1
"8753","llamarivo",1,1,1
"8754","llando",1,1,1
"8755","llegar a",1,2,1
"8756","llegar tarde",1,2,1
"8757","llegua rayada",1,2,1
"8758","llen",1,1,1
"8759","llena-huevo!",1,1,1
"8760","llenito",1,1,1
"8761","lleva a cabo",1,3,1
"8762","llevable",1,1,1
"8763","llevar a cabo",1,3,1
"8764","llovio",1,1,1
"8765","lluvía",1,1,0
"8766","lluvia y tormenta",1,3,1
"8767","lluvia y truenos",1,3,1
"8768","lluvia,",1,2,1
"8769","lluvis",1,1,1
"8770","lndo",1,1,1
"8771","lñancha",1,1,0
"8772","lo - cura",1,3,1
"8773","lo basico",1,2,1
"8774","lo contrario a demanda",1,4,1
"8775","lo cura de verano",1,4,1
"8776","lo dado",1,2,1
"8777","lo demas",1,2,1
"8778","lo desconocido",1,2,1
"8779","lo diario",1,2,1
"8780","lo esperaba",1,2,1
"8781","lo esperado",1,2,1
"8782","lo llevaron preso",1,3,1
"8783","lo llevaron presp",1,3,1
"8784","lo mas",1,2,1
"8785","lo más",1,2,0
"8786","lo mas adecuado",1,3,1
"8787","lo más amplio",1,3,0
"8788","lo mas grande",1,3,1
"8789","lo mas hremosoo de la tierra",1,6,1
"8790","lo mas valorado",1,3,1
"8791","lo mejor de mi niñez",1,5,0
"8792","lo necesito",1,2,1
"8793","lo otro",1,2,1
"8794","lo q se quiere llevar",1,5,1
"8795","lo que ?",1,3,1
"8796","LO QUE ENTIENDO",1,3,1
"8797","lo que es",1,3,1
"8798","LO QUE ES",1,3,1
"8799","lo que fue",1,3,1
"8800","lo que quedara",1,3,1
"8801","lo que quedo",1,3,1
"8802","lo que queremos lograr",1,4,1
"8803","lo que se dice como tal",1,6,1
"8804","lo que se supone que debo hacer",1,7,1
"8805","lo que se ve",1,4,1
"8806","lo que viene",1,3,1
"8807","lo social",1,2,1
"8808","lo ultimo",1,2,1
"8809","lobby",1,1,1
"8810","LOBERTAD",1,1,1
"8811","lobison",1,1,1
"8812","lobriz",1,1,1
"8813","lobulo",1,1,1
"8814","local comercial",1,2,1
"8815","lock ness",1,2,1
"8816","lockers",1,1,1
"8817","loco con su tema",1,4,1
"8818","lococion",1,1,1
"8819","loft",1,1,1
"8820","logía",1,1,0
"8821","logica dificil atencion",1,3,1
"8822","logilineo",1,1,1
"8823","logistica",1,1,1
"8824","logitud",1,1,1
"8825","logor",1,1,1
"8826","logos",1,1,1
"8827","lograr algo",1,2,1
"8828","logro de objetivos",1,3,1
"8829","lói",1,1,0
"8830","loic",1,1,1
"8831","Loma",1,1,1
"8832","lon",1,1,1
"8833","lonchera",1,1,1
"8834","london",1,1,1
"8835","long",1,1,1
"8836","longilineo",1,1,1
"8837","longitid",1,1,1
"8838","looser",1,1,1
"8839","lopez",1,1,1
"8840","lopibe",1,1,1
"8841","loreal",1,1,1
"8842","lorenzo",1,1,1
"8843","los 70's",1,2,1
"8844","los globos",1,2,1
"8845","los locos adams",1,3,1
"8846","los nenes",1,2,1
"8847","los ojos",1,2,1
"8848","los piojos",1,2,1
"8849","los que estan",1,3,1
"8850","los que permanecen a pesar de",1,6,1
"8851","los quiero",1,2,1
"8852","los redondos",1,2,1
"8853","Los Redondos",1,2,1
"8854","Los simpsons",1,2,1
"8855","losey",1,1,1
"8856","losiento",1,1,1
"8857","LOST",1,1,1
"8858","lourdes",1,1,1
"8859","Louvre",1,1,1
"8860","lover",1,1,1
"8861","loz",1,1,1
"8862","lp",1,1,1
"8863","lsd",1,1,1
"8864","lso",1,1,1
"8865","ltermometro",1,1,1
"8866","luca prodan",1,2,1
"8867","luciernaga",1,1,1
"8868","lucky",1,1,1
"8869","ludopata",1,1,1
"8870","ludópata",1,1,0
"8871","ludòpata",1,1,0
"8872","Ludopatas",1,1,1
"8873","ludopatía",1,1,0
"8874","luego ecisto",1,2,1
"8875","luga",1,1,1
"8876","Luga",1,1,1
"8877","lugAR",1,1,1
"8878","lugar de casa",1,3,1
"8879","lugar de la casa",1,4,1
"8880","lugar de origen",1,3,1
"8881","lugar de pasaje",1,3,1
"8882","lugar de trabajo",1,3,1
"8883","lugar de una cuadrícula",1,4,0
"8884","lugar donde se cambia de ropa",1,6,1
"8885","lugar físico",1,2,0
"8886","lugar geografico",1,2,1
"8887","lugar industrial",1,2,1
"8888","lugar lindo",1,2,1
"8889","lugar momento silencio",1,3,1
"8890","lugar oriundo",1,2,1
"8891","lugar para dormir",1,3,1
"8892","lugar para estudio",1,3,1
"8893","lugar para pagar",1,3,1
"8894","lugar reducido",1,2,1
"8895","lugar reunion alojamiento",1,3,1
"8896","lugar trabajo",1,2,1
"8897","lugar, paraje, local",1,5,1
"8898","lugat",1,1,1
"8899","Luis Lacalle Pou",1,3,1
"8900","lujiria",1,1,1
"8901","lulu",1,1,1
"8902","lumpen",1,1,1
"8903","lumpur",1,1,1
"8904","luna llena",1,2,1
"8905","lunatica",1,1,1
"8906","lunatico",1,1,1
"8907","lunch",1,1,1
"8908","lunera",1,1,1
"8909","lunga",1,1,1
"8910","lunge",1,1,1
"8911","lunrd",1,1,1
"8912","lupulo",1,1,1
"8913","lustado",1,1,1
"8914","luthier",1,1,1
"8915","LUZ DIRECCION",1,2,1
"8916","luz nocturna",1,2,1
"8917","luz roja",1,2,1
"8918","luz tenue",1,2,1
"8919","luzardo",1,1,1
"8920","luzbel",1,1,1
"8921","luzs",1,1,1
"8922","M",1,1,1
"8923","M ejor",1,2,1
"8924","m+usica",1,1,1
"8925","ma",1,1,1
"8926","ma r",1,2,1
"8927","maader",1,1,1
"8928","mac donalds",1,2,1
"8929","macho alfa",1,2,1
"8930","machucon",1,1,1
"8931","machucón",1,1,0
"8932","maciegas",1,1,1
"8933","maciel",1,1,1
"8934","made",1,1,1
"8935","made in",1,2,1
"8936","mader",1,1,1
"8937","madera roja",1,2,1
"8938","madera tornillo martillo",1,3,1
"8939","madera y cuerda",1,3,1
"8940","madonna",1,1,1
"8941","madra",1,1,1
"8942","MADRE DE MI MADRE",1,4,1
"8943","Madre e hijo",1,3,1
"8944","madre, padre",1,3,1
"8945","Madsculino",1,1,1
"8946","maertro",1,1,1
"8947","maestar",1,1,1
"8948","maestara",1,1,1
"8949","magacin",1,1,1
"8950","magazine",1,1,1
"8951","magen",1,1,1
"8952","magestuosa",1,1,1
"8953","mágia",1,1,0
"8954","magita",1,1,1
"8955","magnètico",1,1,0
"8956","magnificacion",1,1,1
"8957","magnificiencia",1,1,1
"8958","mago,",1,2,1
"8959","mago, conejo, truco",1,5,1
"8960","magun",1,1,1
"8961","MAIL",1,1,1
"8962","mainguanche",1,1,1
"8963","majestuosida",1,1,1
"8964","MAL ENTENDIDO",1,2,1
"8965","mal escrito",1,2,1
"8966","mal estado",1,2,1
"8967","mal funcionamiento",1,2,1
"8968","mal genio",1,2,1
"8969","mal nacido",1,2,1
"8970","mal oliente",1,2,1
"8971","mal oliento",1,2,1
"8972","mal tiempo",1,2,1
"8973","mal trago",1,2,1
"8974","mal uso",1,2,1
"8975","mal viaje",1,2,1
"8976","mala acción",1,2,0
"8977","mala conducta",1,2,1
"8978","mala educación",1,2,0
"8979","mala fama",1,2,1
"8980","mala onda",1,2,1
"8981","mala pata",1,2,1
"8982","malad",1,1,1
"8983","MALADAD",1,1,1
"8984","malandraje",1,1,1
"8985","malapasada",1,1,1
"8986","MALAS INTENCIONES",1,2,1
"8987","MALAS PALABRAS",1,2,1
"8988","malcria",1,1,1
"8989","malcrianza",1,1,1
"8990","maldad miedo rojo",1,3,1
"8991","male",1,1,1
"8992","malechor",1,1,1
"8993","malechores",1,1,1
"8994","Maletin",1,1,1
"8995","mall",1,1,1
"8996","malo o bueno",1,3,1
"8997","malo, macabro",1,3,1
"8998","malos pensamientos",1,2,1
"8999","malvadp",1,1,1
"9000","MALVERSACION",1,1,1
"9001","malvin",1,1,1
"9002","malvín",1,1,0
"9003","malvivienre",1,1,1
"9004","malviviente",1,1,1
"9005","mamá pato",1,2,0
"9006","mamaaaaaaa",1,1,1
"9007","mamerta",1,1,1
"9008","mami",1,1,1
"9009","mamifer",1,1,1
"9010","Mamifero",1,1,1
"9011","MAMIFERO",1,1,1
"9012","mamifero africa",1,2,1
"9013","mamifero carnivoro",1,2,1
"9014","mamifero gracioso",1,2,1
"9015","mamímero",1,1,0
"9016","mamposteria",1,1,1
"9017","mamushka",1,1,1
"9018","manager",1,1,1
"9019","mandatorio",1,1,1
"9020","mandela",1,1,1
"9021","MANDIBULAS",1,1,1
"9022","mando medio",1,2,1
"9023","mandon",1,1,1
"9024","mandón",1,1,0
"9025","mandona",1,1,1
"9026","manejo social",1,2,1
"9027","manera de",1,2,1
"9028","manera de afrontar una situacion",1,5,1
"9029","manera de ver",1,3,1
"9030","manerismo",1,1,1
"9031","manesilla",1,1,1
"9032","manga larga",1,2,1
"9033","manganga",1,1,1
"9034","mango negro",1,2,1
"9035","Manhattan",1,1,1
"9036","maniatica",1,1,1
"9037","manicero",1,1,1
"9038","manies",1,1,1
"9039","manifestaciòn",1,1,0
"9040","manipulable",1,1,1
"9041","manipulación de clientes",1,3,0
"9042","maniquie",1,1,1
"9043","mano con mano",1,3,1
"9044","manos llibres",1,2,1
"9045","manos orando",1,2,1
"9046","manos unidas",1,2,1
"9047","Manos unidas",1,2,1
"9048","mansellias",1,1,1
"9049","mansturbación",1,1,0
"9050","mantaña",1,1,0
"9051","Mantaraya",1,1,1
"9052","mantarraya",1,1,1
"9053","manteca comer meriend",1,3,1
"9054","mantra",1,1,1
"9055","manualida",1,1,1
"9056","manyín",1,1,0
"9057","mañ",1,1,0
"9058","mañaa",1,1,0
"9059","mao",1,1,1
"9060","maos",1,1,1
"9061","maquiavelo",1,1,1
"9062","Máquina de escribir",1,3,0
"9063","MAQUINARIA AGRICOLA",1,2,1
"9064","MAr",1,1,1
"9065","MAR ESPACIO UNIVERSO",1,3,1
"9066","mar y cielo",1,3,1
"9067","maracana",1,1,1
"9068","maracaná",1,1,0
"9069","Maracaná",1,1,0
"9070","maracuyá",1,1,0
"9071","Marat",1,1,1
"9072","maratón de caminatas",1,3,0
"9073","maratonista",1,1,1
"9074","MARATONISTA",1,1,1
"9075","marca en la calle",1,4,1
"9076","marcacion",1,1,1
"9077","marcación",1,1,0
"9078","marcante",1,1,1
"9079","marcha atras",1,2,1
"9080","MARCHA POR LA PAZ",1,4,1
"9081","marco grueso",1,2,1
"9082","marco legal",1,2,1
"9083","marge",1,1,1
"9084","mari",1,1,1
"9085","marias",1,1,1
"9086","maricon",1,1,1
"9087","marido, pareja compañero",1,4,0
"9088","MARILLO",1,1,1
"9089","mario bros",1,2,1
"9090","Marita Muños",1,2,0
"9091","maritima",1,1,1
"9092","marítimo, de tv, aéreo",1,6,0
"9093","mariwuita",1,1,1
"9094","márketig",1,1,0
"9095","marlo",1,1,1
"9096","marmar",1,1,1
"9097","marmo",1,1,1
"9098","maron",1,1,1
"9099","marqueting",1,1,1
"9100","marr",1,1,1
"9101","marróm",1,1,0
"9102","marron  pasto aire",1,3,1
"9103","marron claro",1,2,1
"9104","marron y blanco",1,3,1
"9105","marruechos",1,1,1
"9106","martillito de madera",1,3,1
"9107","martillo electrico",1,2,1
"9108","martilo",1,1,1
"9109","martin",1,1,1
"9110","martinez",1,1,1
"9111","Martini",1,1,1
"9112","martir",1,1,1
"9113","Marvel",1,1,1
"9114","marx",1,1,1
"9115","mary",1,1,1
"9116","mary poppins",1,2,1
"9117","marylin monroe",1,2,1
"9118","mas adelante",1,2,1
"9119","MÁS ALLÁ",1,2,0
"9120","más alto",1,2,0
"9121","mas de dos",1,3,1
"9122","mas de una persona",1,4,1
"9123","más de uno",1,3,0
"9124","mas dos",1,2,1
"9125","mas facil",1,2,1
"9126","más o menos",1,3,0
"9127","mas opciones",1,2,1
"9128","más pequeño",1,2,0
"9129","más perfecto",1,2,0
"9130","más que bien",1,3,0
"9131","mas que siete",1,3,1
"9132","más que suficiente",1,3,0
"9133","más sabroso",1,2,0
"9134","MAS TARDE",1,2,1
"9135","MÁS TARDE",1,2,0
"9136","más vale",1,2,0
"9137","más vasto",1,2,0
"9138","masacote",1,1,1
"9139","masculio",1,1,1
"9140","masil",1,1,1
"9141","masiso",1,1,1
"9142","masividad",1,1,1
"9143","masizo",1,1,1
"9144","Masliah",1,1,1
"9145","maslow",1,1,1
"9146","masmedia",1,1,1
"9147","MASON",1,1,1
"9148","masoneria",1,1,1
"9149","MASS MEDIA",1,2,1
"9150","mata atlantica",1,2,1
"9151","mata el alma",1,3,1
"9152","MATAE",1,1,1
"9153","matapolilla",1,1,1
"9154","matarimonio",1,1,1
"9155","MATCH",1,1,1
"9156","mateatica",1,1,1
"9157","matematicsa",1,1,1
"9158","mater",1,1,1
"9159","materia de liceo",1,3,1
"9160","materia del liceo",1,3,1
"9161","materia gris",1,2,1
"9162","materia prima",1,2,1
"9163","materializado por el hombre",1,4,1
"9164","materialñ",1,1,0
"9165","matilde",1,1,1
"9166","matimonio",1,1,1
"9167","matlock",1,1,1
"9168","mató al gato",1,3,0
"9169","maton",1,1,1
"9170","matrimoneo",1,1,1
"9171","matrimoni",1,1,1
"9172","matrimonio pareja enlazar",1,3,1
"9173","matrix 2 la parte de los agentes",1,7,1
"9174","matríz",1,1,0
"9175","matrmaticas",1,1,1
"9176","matromonio",1,1,1
"9177","matte",1,1,1
"9178","matter",1,1,1
"9179","maturo",1,1,1
"9180","matusculas",1,1,1
"9181","matw",1,1,1
"9182","mauri",1,1,1
"9183","max capote",1,2,1
"9184","maxifalda",1,1,1
"9185","mayoe",1,1,1
"9186","mayor niño bebe",1,3,0
"9187","MAYORIA",1,1,1
"9188","Mayuscula",1,1,1
"9189","mazcal",1,1,1
"9190","maze runer",1,2,1
"9191","mazurkievicz",1,1,1
"9192","mc donal",1,2,1
"9193","mc donalls",1,2,1
"9194","mc pato",1,2,1
"9195","mcdonalds",1,1,1
"9196","mcdonals",1,1,1
"9197","me acuesto",1,2,1
"9198","me amo",1,2,1
"9199","me caso",1,2,1
"9200","me esta",1,2,1
"9201","me gusta como suena",1,4,1
"9202","me gustaría",1,2,0
"9203","me hace mucha...",1,3,1
"9204","ME IMPORTA",1,2,1
"9205","me la juego",1,3,1
"9206","me pase",1,2,1
"9207","me protejo",1,2,1
"9208","me sirve",1,2,1
"9209","me vinculan",1,2,1
"9210","me voy",1,2,1
"9211","MEC",1,1,1
"9212","mecania",1,1,1
"9213","MECANICA",1,1,1
"9214","mecanismo de defensa",1,3,1
"9215","mech",1,1,1
"9216","médano",1,1,0
"9217","Medi",1,1,1
"9218","media alta",1,2,1
"9219","media hora",1,2,1
"9220","media naranja",1,2,1
"9221","media tarde",1,2,1
"9222","media vida",1,2,1
"9223","medianpo",1,1,1
"9224","MEDIATEZ",1,1,1
"9225","mediatica",1,1,1
"9226","mediatico",1,1,1
"9227","medible",1,1,1
"9228","medicaciòn",1,1,0
"9229","medicio",1,1,1
"9230","medico rapidez",1,2,1
"9231","MEDICO VETERINARIO",1,2,1
"9232","medida de longitud",1,3,1
"9233","medida de tendencia central",1,4,1
"9234","medio ambiente naturaleza vida",1,4,1
"9235","medio año",1,2,0
"9236","MEDIO DE COMINUCACION",1,3,1
"9237","medio de comunicación",1,3,0
"9238","medio de cruzar la calle",1,5,1
"9239","medio de pago",1,3,1
"9240","medio de transporte",1,3,1
"9241","Medio de transporte",1,3,1
"9242","MEDIO DE TRANSPORTE",1,3,1
"9243","medio mundo",1,2,1
"9244","medio, unico, importante",1,5,1
"9245","mediocampo",1,1,1
"9246","Mediodía",1,1,0
"9247","MEDIODÍA",1,1,0
"9248","medios de comunicación",1,3,0
"9249","medios de transportes",1,3,1
"9250","medivos",1,1,1
"9251","medusa griega",1,2,1
"9252","meeh",1,1,1
"9253","mefico",1,1,1
"9254","MEFISTO",1,1,1
"9255","mefistofeles",1,1,1
"9256","mefistófeles",1,1,0
"9257","megalómano",1,1,0
"9258","megamalefico",1,1,1
"9259","megamineria",1,1,1
"9260","meido",1,1,1
"9261","mejana",1,1,1
"9262","mejico",1,1,1
"9263","mejillon",1,1,1
"9264","mejor edad",1,2,1
"9265","mejor ocacional",1,2,1
"9266","mejor posición",1,2,0
"9267","mejora temporaria",1,2,1
"9268","mejorar algo",1,2,1
"9269","mejoria",1,1,1
"9270","MELANCONICO",1,1,1
"9271","melani",1,1,1
"9272","melanie",1,1,1
